Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
7207309,1,7207336,"",2011-08-26T15:46:45.947,"",89,132971,"",905866,"",905866,"",2011-08-26T16:56:27.063,2019-05-14T21:24:29.287,"Python: How can I run python functions in parallel?",<python>,5,2,53,"",""
1456373,1,13276237,"",2009-09-21T19:27:35.070,"",88,37134,"",73831,"",815724,"",2012-12-07T07:35:22.790,2019-11-21T15:57:57.583,"Two way/reverse map",<python>,15,7,24,"",""
3463930,1,"","",2010-08-12T00:45:21.153,"",88,79780,"",417859,"","","","",2019-09-10T20:40:11.263,"How to round the minute of a datetime object python",<python>,13,0,27,"",""
3929278,1,3929285,"",2010-10-14T01:00:13.227,"",88,44804,"",458326,"","","","",2019-06-11T16:36:01.843,"What does |= (ior) do in Python?",<python>,8,2,18,"",""
10978869,1,10979569,"",2012-06-11T11:03:11.377,"",88,56709,"",709852,"",-1,"",2017-05-23T12:02:37.033,2017-07-14T19:54:07.450,"Safely create a file if and only if it does not exist with python",<python>,3,4,18,"",""
12876177,1,12876194,"",2012-10-13T19:21:19.223,"",88,35577,"",295148,"",2071807,"",2017-08-23T14:57:40.733,2019-09-22T14:53:55.353,"How to create a tuple with only one element",<python>,4,5,11,"",""
3930188,1,3930374,"",2010-10-14T04:55:16.863,"",87,211694,"",469652,"",355230,"",2017-03-08T01:41:23.663,2019-04-16T17:06:26.737,"How to convert Nonetype to int or string?",<python>,10,4,27,"",""
2030053,1,2030081,"",2010-01-08T19:15:47.240,"",86,124358,"",135301,"",135301,"",2010-01-08T19:32:47.783,2019-01-14T02:24:07.413,"Random strings in Python",<python>,11,2,30,"",""
5445080,1,5445089,"",2011-03-26T20:27:38.717,"",86,37041,"",638231,"",895245,"",2015-04-17T18:18:23.390,2019-09-06T03:10:42.430,"Compare if two variables reference the same object in python",<python>,6,1,15,"",""
25389095,1,"","",2014-08-19T17:02:46.387,"",86,121789,"",1306168,"","","","",2019-10-09T07:33:12.370,"Python - Get path of root project structure",<python>,10,7,10,"",""
43627405,1,43627975,"",2017-04-26T07:15:31.030,"",86,69786,"",1867151,"",355230,"",2017-04-26T07:26:36.673,2019-01-26T22:01:26.753,"Understanding __getitem__ method",<python>,3,2,34,"",""
2158097,1,2158119,"",2010-01-28T21:27:44.250,"",85,25466,"",5377,"","","","",2016-07-08T18:18:56.467,"drop into python interpreter while executing function",<python>,3,1,40,"",""
6169217,1,6169274,"",2011-05-29T17:25:17.493,"",85,74101,"",197657,"",99834,"",2016-08-16T09:43:54.280,2019-08-16T08:52:41.903,"Replace console output in Python",<python>,8,4,36,"",""
12985456,1,12985459,"",2012-10-20T05:10:04.580,"",85,92771,"",1672713,"",1204143,"",2012-10-20T05:14:53.477,2019-07-08T03:35:53.923,"Replace all non-alphanumeric characters in a string",<python>,4,1,18,"",""
16621498,1,16621512,"",2013-05-18T06:41:09.583,"",85,133174,"",2383199,"",1903116,"",2015-12-21T14:20:21.573,2019-11-08T19:36:04.743,"How to append multiple items in one line in Python",<python>,5,3,12,"",""
364802,1,364824,"",2008-12-13T03:55:44.630,"",84,52184,"",44354,NONEenglisher,355230,"",2017-11-20T04:07:20.857,2018-03-24T10:01:06.377,"How exactly does a generator comprehension work?",<python>,6,2,31,"",""
456481,1,456491,"",2009-01-19T03:53:35.637,"",84,131443,"",49018,ryeguy,49018,ryeguy,2009-01-19T03:57:24.523,2019-04-10T05:47:47.590,"Can't get Python to import from a different folder",<python>,8,2,23,"",""
2481421,1,2481433,"",2010-03-20T00:53:24.007,"",84,64362,"",137100,"",63550,"",2018-08-25T21:49:57.427,2018-08-25T21:49:57.427,"Difference between len() and .__len__()?",<python>,4,1,20,"",""
4306574,1,4306602,"",2010-11-29T17:59:52.303,"",84,33613,"",329292,"","","","",2017-10-07T04:29:12.647,"Python method/function arguments starting with asterisk and dual asterisk",<python>,1,5,19,2018-02-14T17:39:52.873,""
5423381,1,5423609,"",2011-03-24T17:55:37.387,"",84,136303,"",650424,"",2666859,"",2016-07-31T10:26:15.940,2017-11-03T13:12:36.150,"Checking if sys.argv[x] is defined",<python>,8,1,17,"",""
17602878,1,17603000,"",2013-07-11T20:29:59.833,"",84,34553,"",497208,"",-1,"",2017-05-23T12:10:31.817,2019-07-19T10:12:00.793,"How to handle both `with open(...)` and `sys.stdout` nicely?",<python>,10,1,19,"",""
31384639,1,31384640,"",2015-07-13T13:25:14.810,"",84,79532,"",1773706,"",638471,"",2019-04-01T21:47:01.390,2019-04-01T21:47:01.390,"What is python's site-packages directory?",<python>,3,0,28,"",""
10059554,1,"","",2012-04-08T00:45:49.463,"",83,295076,"",1319219,"","","","",2019-04-26T09:32:06.573,"inserting characters at the start and end of a string",<python>,6,0,13,"",""
14524322,1,14524356,"",2013-01-25T14:55:41.600,"",82,191647,"",1561105,"",4099593,"",2015-04-30T16:18:16.133,2019-04-22T12:26:46.417,"How to convert a date string to different format",<python>,2,1,27,2015-04-30T16:23:14.543,""
36085185,1,36085637,"",2016-03-18T13:05:59.553,"",82,4459,"",4085591,"",3005188,"",2016-03-22T19:10:20.403,2017-08-15T11:30:11.840,"Counterintuitive behaviour of int() in python",<python>,4,0,5,"",""
1143671,1,1144405,"",2009-07-17T14:36:48.160,"",81,62845,"",112605,"",9940,"",2009-07-17T14:51:02.953,2018-12-14T21:51:53.377,"Python sorting list of dictionaries by multiple keys",<python>,8,0,36,"",""
2912231,1,"","",2010-05-26T10:55:14.967,"",81,12954,"",330909,"","","","",2016-11-18T18:21:59.803,"Is there a clever way to pass the key to defaultdict's default_factory?",<python>,3,0,10,"",""
6432355,1,6433152,"",2011-06-21T21:42:48.703,"",81,22904,"",62596,"","","","",2018-03-15T05:37:42.520,"Variable defined with with-statement available outside of with-block?",<python>,4,2,15,"",""
8972866,1,8973302,"",2012-01-23T14:04:35.853,"",81,90922,"",1116739,"","","","",2012-01-23T19:40:30.013,"correct way to use super (argument passing)",<python>,3,5,29,"",""
16069816,1,16069857,"",2013-04-17T20:37:12.320,"",81,92844,"",1268941,"",785065,"",2013-04-17T20:45:58.767,2019-10-27T19:55:06.967,"Getting Python error ""from: can't read /var/mail/Bio""",<python>,4,0,6,"",""
36420022,1,36420107,"",2016-04-05T07:40:11.390,"",81,103569,"",3194722,"","","","",2018-05-07T02:55:45.547,"How can I compare two ordered lists in python?",<python>,3,0,8,"",""
485789,1,485808,"",2009-01-27T23:11:02.840,"",80,280179,"",59568,Raj,283240,S.Lott,2012-09-28T00:31:29.313,2019-10-13T08:32:42.133,"Why do I get TypeError: can't multiply sequence by non-int of type 'float'?",<python>,4,0,10,"",2009-01-27T23:12:13.337
942543,1,942551,"",2009-06-03T00:21:23.270,"",80,53811,"",116301,"","","","",2019-06-25T12:48:11.053,"Operation on every pair of element in a list",<python>,4,0,28,"",""
598398,1,598407,"",2009-02-28T18:06:20.083,"",79,122948,"",31319,m0j0,502519,"",2016-12-22T15:41:07.050,2019-03-22T17:07:26.487,"Searching a list of objects in Python",<python>,8,1,18,"",""
1112618,1,1112661,"",2009-07-11T00:57:52.127,"",79,173840,"",124800,"",282601,"",2011-11-23T10:13:34.680,2019-06-25T14:59:44.030,"Import python package from local directory into interpreter",<python>,8,3,12,"",""
1151658,1,1151705,"",2009-07-20T04:04:30.270,"",79,49537,"",65696,"",336527,"",2015-04-13T10:47:03.087,2015-04-16T12:37:02.353,"Python hashable dicts",<python>,9,1,36,"",2009-07-21T00:08:46.513
1398022,1,1398059,"",2009-09-09T07:15:42.303,"",79,71534,"",118495,"","","","",2019-08-08T04:39:03.303,"looping over all member variables of a class in python",<python>,7,3,19,"",""
3424899,1,3425124,"",2010-08-06T14:48:49.867,"",79,87486,"",2484,"",2484,"",2010-08-06T15:10:46.580,2019-06-11T19:56:49.633,"What's the simplest way to subtract a month from a date in Python?",<python>,15,0,18,"",""
2929899,1,2929946,"",2010-05-28T14:34:08.693,"",78,28239,"",118402,"","","","",2010-05-29T09:42:16.680,"Cross platform /dev/null in Python",<python>,5,2,12,"",""
3400965,1,3400970,"",2010-08-03T21:41:20.173,"",78,135977,"",117700,"",425313,"",2014-02-21T02:33:46.377,2018-11-21T10:57:15.590,"python: getting only 1 decimal place",<python>,3,0,10,2016-03-27T19:59:40.930,""
4163964,1,4164088,"",2010-11-12T11:04:00.960,"",78,50693,"",197036,"","","","",2016-09-19T23:46:33.910,"python: is it possible to attach a console into a running process",<python>,6,3,42,"",""
15225557,1,15225582,"",2013-03-05T13:54:34.107,"",78,78034,"",1602561,"",1709587,"",2018-01-13T15:18:59.727,2018-01-13T15:18:59.727,"Get filename from file pointer",<python>,1,4,3,2016-08-03T16:32:16.490,""
36268749,1,36268815,"",2016-03-28T18:38:13.060,"",78,122207,"",5770662,"","","","",2019-02-20T06:25:01.063,"Remove multiple items from a Python list in just one statement",<python>,5,2,21,"",""
963161,1,963166,"",2009-06-08T01:11:57.460,"",77,114494,"",105167,"",745,"",2009-06-08T01:19:27.163,2019-11-12T08:07:13.347,"Python display string multiple times",<python>,2,0,10,"",""
2372573,1,2372578,"",2010-03-03T15:36:14.393,"",77,105419,"",197283,"",20972,"",2010-03-03T15:44:08.593,2016-10-28T10:35:19.463,"How do I remove whitespace from the end of a string in Python?",<python>,1,3,11,"",""
4814970,1,4814985,"",2011-01-27T10:05:43.847,"",77,53168,"",1912,"","","","",2015-12-03T00:02:46.850,"subprocess.check_output() doesn't seem to exist (Python 2.6.5)",<python>,3,0,22,"",""
15138614,1,15138702,"",2013-02-28T14:55:56.573,"",77,217361,"",136731,"",562769,"",2015-01-20T13:49:42.260,2019-11-27T07:37:44.617,"How can I read the contents of an URL with Python?",<python>,9,0,19,"",""
37863476,1,37863619,"",2016-06-16T15:30:30.620,"",77,40917,"",4176070,"",1536976,"",2018-06-01T06:48:44.657,2019-04-12T23:32:41.523,"Why would one use both, os.path.abspath and os.path.realpath?",<python>,3,0,22,"",""
40955302,1,40955425,"",2016-12-04T04:12:10.007,"",77,9930,"",5601284,"",5601284,"",2019-11-06T10:33:04.477,2019-11-06T10:33:04.477,"Is it possible to break a long function name across multiple lines?",<python>,7,24,5,"",""
1479649,1,1479748,"",2009-09-25T21:22:11.950,"",76,138381,"","",Tilman,"","","",2018-07-21T07:53:12.633,"Readably print out a python dict() sorted by key",<python>,7,1,11,"",""
1779288,1,1779324,"",2009-11-22T17:10:48.703,"",76,37972,"",118973,"",355230,"",2019-03-06T21:45:10.427,2019-03-06T21:45:10.427,"How to convert a string to a number if it has commas in it as thousands separators?",<python>,8,1,15,"",""
2603956,1,2603966,"",2010-04-08T22:45:49.707,"",76,57775,"",197473,"","","","",2019-11-08T18:17:42.880,"Can we have assignment in a condition?",<python>,9,1,8,"",""
11142397,1,11142398,"",2012-06-21T16:15:54.423,"",76,50973,"",339681,"",402884,"",2016-01-29T21:52:40.103,2019-03-23T04:59:48.747,"Does Python have an immutable list?",<python>,6,7,9,"",""
16414559,1,16414603,"",2013-05-07T08:28:37.807,"",76,109930,"",859227,"",895245,"",2017-07-06T07:57:03.737,2018-10-06T00:55:47.530,"How to use hex() without 0x in Python?",<python>,5,2,19,"",""
16801322,1,16801638,"",2013-05-28T20:53:35.237,"",76,17567,"",8508,"",918959,"",2014-07-28T17:12:04.253,2019-02-19T10:35:00.477,"How can I check that a list has one and only one truthy value?",<python>,17,4,20,"",""
1011431,1,"","",2009-06-18T08:19:11.440,"",75,18496,"",6946,"",-1,"Roger Pate",2017-05-23T10:30:59.483,2018-11-25T19:04:11.430,"Common pitfalls in Python",<python>,34,10,97,2010-08-01T02:38:06.900,2009-06-18T08:28:40.033
2782229,1,"","",2010-05-06T15:23:22.990,"",75,74462,"",244413,"",63550,"",2014-05-31T14:00:04.177,2019-08-22T08:32:55.183,"Most lightweight way to create a random string and a random hexadecimal number",<python>,12,1,24,"",""
3678869,1,3678938,"",2010-09-09T17:11:35.173,"",75,54828,"",312785,"",312785,"",2010-09-09T17:45:50.660,2019-09-02T19:34:08.450,"Pythonic way to combine two lists in an alternating fashion?",<python>,19,5,22,"",""
3824455,1,3824479,"",2010-09-29T17:57:03.327,"",75,90718,"",8804,"",8188846,"",2019-08-29T18:15:32.887,2019-08-29T18:15:32.887,"Create constants using a ""settings"" module?",<python>,9,4,19,"",""
8084260,1,8084311,"",2011-11-10T18:12:53.837,"",75,106650,"",219847,"",264596,"",2015-12-29T15:11:51.537,2019-08-27T20:29:09.610,"Python: printing a file to stdout",<python>,6,0,11,"",""
16891340,1,16891418,"",2013-06-03T06:47:20.370,"",75,62132,"",647991,"","","","",2018-08-17T05:31:39.517,"Remove a prefix from a string",<python>,6,0,7,2016-04-20T21:43:41.320,""
36917042,1,36917579,"",2016-04-28T14:02:56.473,"",75,5845,"",987706,"",63550,"",2016-04-28T22:34:02.437,2016-12-23T02:20:36.243,"Pairwise circular Python 'for' loop",<python>,17,3,6,"",""
394770,1,395006,"",2008-12-27T07:12:07.587,"",74,51556,"",42636,pistacchio,2666859,"",2016-07-31T10:25:51.283,2019-11-25T15:56:21.117,"Override a method at instance level",<python>,10,0,22,"",""
1055360,1,1055378,"",2009-06-28T17:45:28.803,"",74,22930,"",118495,"","","","",2018-08-15T16:27:32.710,"how to tell a variable is iterable but not a string",<python>,7,7,16,"",""
1657299,1,1657318,"",2009-11-01T14:27:27.447,"",74,53409,"",179444,"",-1,"",2017-05-23T12:09:56.230,2019-03-23T17:56:50.710,"How do I read two lines from a file at a time using python",<python>,14,4,15,"",""
3418050,1,3418092,"",2010-08-05T18:44:50.133,"",74,101165,"",412287,"","","","",2019-03-08T15:10:57.797,"month name to month number and vice versa in python",<python>,9,0,17,"",""
3691101,1,3691117,"",2010-09-11T13:10:01.767,"",74,75741,"",445093,"",355230,"",2017-10-15T15:11:35.657,2019-02-04T23:35:10.267,"What is the purpose of __str__ and __repr__?",<python>,6,2,20,"",""
7896495,1,7896585,"",2011-10-25T22:08:42.877,"",74,188252,"",1006198,"",2666859,"",2016-08-04T11:44:53.483,2016-08-04T11:44:53.483,"python: how to check if a line is an empty line",<python>,5,0,18,"",""
9183936,1,9183998,"",2012-02-07T21:08:19.163,"",74,47661,"",835083,"",425313,"",2013-06-03T20:59:38.560,2017-08-24T20:02:06.833,"Boolean argument for script",<python>,3,2,9,"",""
1252357,1,1252364,"",2009-08-09T21:40:30.197,"",73,66160,"",9435,"",142605,"",2019-07-02T15:51:45.273,2019-07-02T15:51:45.273,"Is there an object unique identifier in Python",<python>,4,2,12,"",""
2438473,1,2438627,"",2010-03-13T13:19:52.193,"",73,33192,"",316357,"",3924118,user212218,2019-10-02T16:44:42.987,2019-10-02T16:56:51.787,"What is the advantage of using static methods in Python?",<python>,9,3,21,"",""
5387895,1,"","",2011-03-22T07:09:19.673,"",73,112167,"",418832,"",718618,"",2013-01-14T13:42:00.323,2019-11-09T15:42:48.430,"UnicodeEncodeError: 'ascii' codec can't encode character u'\u2013' in position 3 2: ordinal not in range(128)",<python>,6,0,19,"",""
6167731,1,"","",2011-05-29T12:32:10.623,"",73,162825,"",773769,"",63550,"",2014-01-29T15:27:56.950,2018-08-15T13:37:18.413,"Printing list elements on separated lines in Python",<python>,6,1,19,"",""
8347048,1,8347192,"",2011-12-01T19:21:42.687,"",73,71587,"",379235,"",3585768,"",2019-04-15T20:25:58.923,2019-09-13T17:32:36.490,"How to convert string to Title Case in Python?",<python>,8,3,8,"",""
14058340,1,14058425,"",2012-12-27T17:03:19.963,"",73,120983,"",1551817,"",1551817,"",2012-12-27T17:12:50.577,2019-11-07T19:23:20.710,"adding noise to a signal in python",<python>,6,2,27,"",""
699177,1,699191,"",2009-03-30T21:50:45.673,"",72,13729,"",84463,PKKid,"","","",2015-10-22T10:42:04.323,"Python: Do Python Lists keep a count for len() or does it count for each call?",<python>,7,1,8,"",""
1140661,1,"","",2009-07-16T22:27:54.497,"",72,110995,"","",Nathan,1558022,"",2015-04-18T14:19:24.220,2019-08-12T17:36:32.037,"What’s the best way to get an HTTP response code from a URL?",<python>,7,0,31,"",""
1523660,1,1523664,"",2009-10-06T04:55:40.200,"",72,123734,"",179736,"",42346,"",2009-10-06T05:05:32.223,2019-03-09T15:41:01.140,"How to print a list in Python ""nicely""",<python>,10,0,16,"",""
1790520,1,1790532,"",2009-11-24T14:44:40.297,"",72,70225,"",11069,"","","","",2016-01-13T21:12:58.457,"How to apply a logical operator to all elements in a python list",<python>,6,0,24,"",""
2825452,1,2825580,"",2010-05-13T08:53:16.957,"",72,27883,"",130929,"",1481116,"",2018-10-30T08:19:56.880,2019-10-15T09:39:06.863,"Correct approach to validate attributes of an instance of class",<python>,5,0,37,"",""
7936572,1,7936588,"",2011-10-29T02:17:48.170,"",72,101061,"",1018738,"",4565947,"",2018-01-08T05:42:42.890,2018-01-08T05:42:42.890,"Python: call a function from string name",<python>,3,0,25,2013-10-11T20:49:53.713,""
656297,1,656394,"",2009-03-17T22:32:43.910,"",71,115536,"",71097,"Antonius Common",-1,"J.F. Sebastian",2017-05-23T10:31:26.763,2017-04-10T16:40:47.633,"python time + timedelta equivalent",<python>,5,0,18,"",""
3776275,1,"","",2010-09-23T07:43:11.813,"",71,323453,"",455906,"",455906,"",2010-09-23T08:20:56.437,2018-04-13T06:37:42.520,"How to add key,value pair to dictionary?",<python>,7,0,20,2018-07-09T22:57:23.013,""
6407362,1,6407393,"",2011-06-20T06:01:25.720,"",71,92298,"",661424,"",5405967,"",2019-05-06T03:54:49.743,2019-05-06T03:54:49.743,"How can I check if a date is the same day as datetime.today()?",<python>,4,0,9,"",""
25011078,1,25011492,"",2014-07-29T08:26:10.540,"",71,40537,"",1391064,"",2321081,"",2017-09-19T04:45:09.950,2017-09-19T04:45:09.950,"What does pythonic mean?",<python>,1,3,23,2014-07-29T08:53:29.117,""
31900892,1,"","",2015-08-09T04:24:52.600,"",71,4077,"",3732312,"",932593,"",2015-08-09T14:34:05.263,2016-06-01T12:24:02.130,"Why is 'a' in ('abc') True while 'a' in ['abc'] is False?",<python>,5,4,8,"",""
1663790,1,1663809,"",2009-11-02T21:23:28.197,"",70,25113,"",201225,"","","","",2009-11-02T23:36:53.673,"Python urllib2: Reading content body even during HTTPError exception?",<python>,2,1,10,"",""
2547554,1,2547577,"",2010-03-30T18:19:35.917,"",70,98794,"",74865,"",608639,"",2019-03-08T10:33:26.937,2019-11-12T04:27:42.190,"Multiple Python versions on the same machine?",<python>,7,0,30,"",""
452300,1,452310,"",2009-01-16T22:37:18.077,"",69,90252,"",27059,"Alex McBride","","","",2018-08-13T01:39:20.697,"Python object.__repr__(self) should be an expression?",<python>,7,1,51,"",""
3348825,1,3348866,"",2010-07-27T23:39:49.043,"",69,113867,"",403981,"",104184,"",2014-06-09T19:28:23.127,2017-01-02T01:56:37.377,"How to round integers in python",<python>,7,4,9,"",""
3761639,1,3762129,"",2010-09-21T15:05:24.747,"",69,132691,"",252253,"",134077,"",2016-10-12T19:17:52.790,2018-08-12T17:15:17.023,"How do you get the process ID of a program in Unix or Linux using Python?",<python>,9,2,14,"",""
10995172,1,10995203,"",2012-06-12T10:51:20.867,"",69,49526,"",615110,"",2666859,"",2016-08-04T11:54:48.907,2018-11-15T15:45:52.517,"Python check if list of keys exist in dictionary",<python>,3,1,11,"",""
11726881,1,11727032,"",2012-07-30T17:53:31.803,"",69,253968,"",971888,"",971888,"",2012-07-30T18:12:20.723,2016-01-16T05:18:04.380,"How to set an HTTP proxy in Python 2.7?",<python>,6,2,24,"",""
374626,1,374645,"",2008-12-17T14:09:18.973,"",68,109096,"",46634,"Pietro Speroni",562769,Tomalak,2015-02-20T17:21:02.470,2019-03-16T09:27:41.437,"How can I find all the subsets of a set, with exactly n elements?",<python>,7,2,25,"",""
7086990,1,7087005,"",2011-08-17T01:21:37.530,"",68,82265,"","",user393267,8554766,"",2018-07-23T11:16:53.093,2018-07-23T11:16:53.093,"how to know if a variable is a tuple, a string or an integer?",<python>,6,2,6,"",""
12774279,1,12774319,"",2012-10-08T01:24:07.093,"",68,346305,"",1727148,"",5780109,"",2017-07-25T06:57:16.100,2018-03-29T10:32:24.520,"How to check if a variable is equal to one string or another string?",<python>,5,2,20,2015-09-03T15:51:42.200,""
3254436,1,"","",2010-07-15T09:57:11.330,"",67,20305,"",82011,"",-1,"",2017-05-23T11:33:14.057,2017-01-13T08:32:28.743,"Django Model Mixins: inherit from models.Model or from object?",<python>,4,0,12,"",""
3521715,1,3521742,"",2010-08-19T12:26:28.130,"",67,54636,"",14443,"",14443,"",2010-08-19T12:33:58.470,2017-03-02T19:28:48.497,"Call a Python method by name",<python>,5,2,10,"",""
3758147,1,3765886,"",2010-09-21T07:29:50.080,"",67,101344,"",5475,"",3694195,"",2019-07-05T09:49:41.307,2019-07-05T09:49:41.307,"Easiest way to read/write a file's content in Python",<python>,9,18,2,"",""
4183432,1,4183512,"",2010-11-15T10:27:04.287,"",67,53117,"",286291,"",1455016,"",2016-12-30T23:24:09.967,2018-04-30T19:58:00.777,"'Can't set attribute' with new-style properties in Python",<python>,4,1,8,"",""
5599283,1,5599313,"",2011-04-08T18:26:13.240,"",67,44504,"",699159,"","","","",2018-03-04T01:34:05.730,"How can I assign the value of a variable using eval in python?",<python>,3,1,10,"",""
826082,1,826099,"",2009-05-05T17:39:54.883,"",66,37469,"",13055,"",13055,"",2009-05-05T21:17:12.787,2019-05-28T11:21:26.097,"Python: finding uid/gid for a given username/groupname (for os.chown)",<python>,1,1,12,"",""
1123000,1,1123026,"",2009-07-14T01:22:55.980,"",66,40620,"",111335,"",111335,"",2009-07-14T01:58:32.893,2018-08-02T07:34:32.430,"Does Python have anonymous classes?",<python>,8,7,18,"",""
2068349,1,2068377,"",2010-01-14T23:35:11.227,"",66,112255,"",172637,"",2301450,"",2015-08-18T10:14:52.027,2018-02-21T15:38:15.567,"Understanding .get() method in Python",<python>,5,0,40,2018-09-17T16:07:39.447,""
4914277,1,4914288,"",2011-02-06T15:44:09.507,"",66,91260,"",605391,"",1014938,"",2013-05-11T18:33:22.503,2019-01-16T16:29:52.463,"How to empty a file using Python",<python>,2,7,6,"",""
7862018,1,"","",2011-10-22T19:21:14.013,"",66,204533,"",998316,"","","","",2011-10-22T19:29:48.530,"How to convert upper case letters to lower case",<python>,3,2,6,2014-12-24T12:06:16.663,""
135035,1,135051,"",2008-09-25T18:23:50.733,"",65,162001,"",19784,"Kyle Burton",169947,"",2017-03-23T18:28:36.060,2018-11-06T09:16:24.520,"Python Library Path",<python>,3,3,10,"",""
1548704,1,1548720,"",2009-10-10T18:32:43.857,"",65,75206,"",12870,"","","","",2018-06-14T06:38:57.033,"Delete multiple files matching a pattern",<python>,9,0,8,"",""
6339235,1,6339272,"",2011-06-14T04:56:26.123,"",65,192292,"",632998,"","","","",2017-07-19T18:07:00.467,"How to append to the end of an empty list?",<python>,8,1,20,"",""
35282222,1,35282286,"",2016-02-09T01:02:20.520,"",65,60890,"",4504901,"",-1,"",2017-05-23T11:47:18.000,2019-11-13T15:50:01.950,"In python, how do I cast a class object to a dict",<python>,6,4,9,"",""
1398164,1,1398178,"",2009-09-09T07:49:17.293,"",64,261075,"",52042,"",260365,"",2012-03-01T00:56:54.543,2019-06-17T10:41:36.967,"Initialize a string variable in Python: """" or None?",<python>,11,1,11,"",""
2082152,1,2082169,"",2010-01-17T18:48:20.150,"",64,46567,"",252735,"",355230,"",2018-02-17T19:14:37.570,2019-06-11T20:10:03.623,"Case insensitive dictionary",<python>,10,2,12,"",""
11315010,1,11315061,"",2012-07-03T16:13:05.123,"",64,39043,"",1192728,"",-1,"",2017-05-23T12:34:41.690,2018-08-02T04:56:48.163,"What do * and ** before a variable name mean in a function signature?",<python>,3,4,41,2012-07-03T16:20:35.900,""
6051934,1,"","",2011-05-18T22:53:23.417,"",63,15141,"",505308,"","","","",2019-11-09T20:49:05.607,"Purpose of else and finally in exception handling",<python>,3,0,12,"",""
8570606,1,8570694,"",2011-12-20T03:55:59.540,"",63,125143,"",129202,"",168868,"",2014-04-21T21:59:00.227,2019-01-10T23:10:26.700,"Check element exists in array",<python>,5,4,18,"",""
9450656,1,9450673,"",2012-02-26T04:56:37.583,"",63,97893,"",391104,"","","","",2019-09-06T09:09:27.350,"Positional argument v.s. keyword argument",<python>,6,1,31,"",""
15410119,1,15410140,"",2013-03-14T13:05:40.913,"",63,46460,"",1684058,"","","","",2013-03-14T13:18:13.463,"Use list comprehension to build a tuple",<python>,1,0,13,"",""
489999,1,490020,"",2009-01-29T00:16:23.457,"",62,110469,"",41718,Casey,2301450,Casey,2016-07-03T09:48:03.100,2018-07-14T18:23:58.907,"Convert list of ints to one number?",<python>,15,2,31,"",""
855493,1,855511,"",2009-05-13T00:08:33.317,"",62,146906,"",76929,"",1240268,"",2013-01-07T19:26:41.177,2017-04-03T19:40:48.533,"referenced before assignment error in python",<python>,2,1,14,"",""
2574080,1,2574090,"",2010-04-04T09:51:57.347,"",62,19869,"",210311,"",874188,"",2017-01-13T13:20:21.190,2017-07-05T15:35:34.083,"Sorting a list of dot-separated numbers, like software versions",<python>,4,1,18,"",""
2682012,1,2682075,"",2010-04-21T10:20:36.523,"",62,77595,"",322160,"",12855,"",2010-04-21T10:25:04.907,2018-06-26T21:22:35.703,"How to call same method for a list of objects?",<python>,7,3,15,"",""
2906092,1,"","",2010-05-25T15:29:33.237,"",62,84700,"",344902,"",1711796,"",2015-05-18T15:37:37.500,2019-09-14T19:10:18.133,"Converting a list to a string",<python>,8,2,20,2018-10-29T07:19:23.537,""
4103773,1,4104188,"",2010-11-05T05:25:09.387,"",62,75040,"",478949,"",321731,"",2014-06-06T06:34:29.693,2019-10-21T21:59:42.420,"Efficient way of having a function only execute once in a loop",<python>,18,4,29,"",""
5086178,1,"","",2011-02-23T01:48:56.137,"",62,160185,"",629401,"",68587,"",2015-12-19T17:54:57.297,2018-01-31T18:39:11.353,"How to check if array is not empty?",<python>,8,1,12,2018-03-16T22:53:02.637,""
5738442,1,5738475,"",2011-04-21T01:12:48.530,"",62,57746,"",603346,"","","","",2019-01-08T19:34:55.767,"Detect File Change Without Polling",<python>,4,4,29,2016-04-01T12:56:13.080,""
6063755,1,6163157,"",2011-05-19T19:16:52.590,"",62,14636,"",233201,"",1709587,"",2019-10-28T21:46:02.133,2019-10-28T22:00:38.293,"Increment a Python floating point value by the smallest possible amount",<python>,14,1,8,"",""
8197323,1,8197564,"",2011-11-19T21:03:01.910,"",62,42345,"",165673,"","","","",2017-12-17T18:33:27.623,"list.index() function for Python that doesn't throw exception when nothing found",<python>,9,6,7,"",""
9759930,1,9759963,"",2012-03-18T16:22:47.613,"",62,116092,"",935476,"",935476,"",2012-03-18T20:49:14.027,2018-10-13T01:23:29.177,"How to check if an element of a list is a list (in Python)?",<python>,4,4,7,"",""
13299427,1,13299557,"",2012-11-08T23:01:21.857,"",62,134121,"",1761615,"",1761615,"",2012-11-08T23:43:58.587,2019-08-26T01:54:34.383,"Python functions call by reference",<python>,9,8,47,"",""
19198166,1,19198449,"",2013-10-05T13:08:25.770,"",62,58295,"",2375744,"",3789866,"",2016-02-16T14:17:25.647,2019-05-31T00:46:29.363,"Whats the difference between a module and a library in Python?",<python>,4,1,49,"",""
530530,1,"","",2009-02-09T23:25:00.400,"",61,11950,"",9908,David,4354477,David,2017-06-13T21:10:52.517,2019-03-29T08:50:01.523,"Python 2.x gotchas and landmines",<python>,23,9,61,"",""
